Place	District	State/Union
Tilhar	Shahjahanpur	Uttar Pradesh
Tindwari	Banda	Uttar Pradesh
Tirwaganj	Kannauj	Uttar Pradesh
Titron	Saharanpur	Uttar Pradesh
Tondi Fatehpur	Jhansi	Uttar Pradesh
Tulsipur	Balrampur	Uttar Pradesh
Tundla	Firozabad	Uttar Pradesh
Tundla Kham	Firozabad	Uttar Pradesh
Tundla Rly. Colony	Firozabad	Uttar Pradesh
Ugu	Unnao	Uttar Pradesh
Ujhani	Budaun	Uttar Pradesh
Ujhari	Jyotiba Phule Nagar	Uttar Pradesh
Umri	Jalaun 	Uttar Pradesh
Umri Kalan	Moradabad	Uttar Pradesh
Un	Muzaffarnagar	Uttar Pradesh
Unchahar	Rae Bareli	Uttar Pradesh
Unnao	Unnao	Uttar Pradesh
Usawan	Budaun	Uttar Pradesh
Usehat	Budaun	Uttar Pradesh
Utraula	Balrampur	Uttar Pradesh
Varanasi	Varanasi	Uttar Pradesh
Varanasi	Varanasi	Uttar Pradesh
Vijaigarh	Aligarh	Uttar Pradesh
Vrindavan	Mathura	Uttar Pradesh
Warhapur	Bijnor	Uttar Pradesh
Wazirganj	Budaun	Uttar Pradesh
Zaidpur	Barabanki	Uttar Pradesh
Zamania	Ghazipur	Uttar Pradesh
Almora	Almora	Uttaranchal
Almora	Almora	Uttaranchal
Badrinathpuri	Chamoli	Uttaranchal
Bageshwar	Bageshwar	Uttaranchal
Bajpur	Udham Singh Nagar	Uttaranchal
Banbasa	Champawat	Uttaranchal
Bandia	Udham Singh Nagar	Uttaranchal
Barkot	Uttarkashi	Uttaranchal
Bharat Heavy Electrical Limited Ranipur	Hardwar	Uttaranchal
Bhimtal	Nainital	Uttaranchal
Bhowali	Nainital	Uttaranchal
Chakrata	Dehradun	Uttaranchal
Chamba	Tehri Garhwal	Uttaranchal
Chamoli Gopeshwar	Chamoli	Uttaranchal
Champawat	Champawat	Uttaranchal
Clement Town	Dehradun	Uttaranchal
Dehradun	Dehradun	Uttaranchal
Dehradun	Dehradun	Uttaranchal
Dev Prayag	Tehri Garhwal & Garhwal	Uttaranchal
Dhaluwala	Tehri Garhwal	Uttaranchal
Dhandera	Hardwar	Uttaranchal
Dharchula	Pithoragarh	Uttaranchal
Dharchula Dehat	Pithoragarh	Uttaranchal
Didihat	Pithoragarh	Uttaranchal
Dineshpur	Udham Singh Nagar	Uttaranchal
Dogadda	Garhwal	Uttaranchal
Doiwala	Dehradun	Uttaranchal
Dwarahat	Almora	Uttaranchal
FRI and College Area	Dehradun	Uttaranchal
Gadarpur	Udham Singh Nagar	Uttaranchal
Gangotri	Uttarkashi	Uttaranchal
Gochar	Chamoli	Uttaranchal
Haldwani-cum-Kathgodam	Nainital	Uttaranchal
Hardwar	Hardwar	Uttaranchal
Herbertpur	Dehradun	Uttaranchal
Jaspur	Udham Singh Nagar	Uttaranchal
Jhabrera	Hardwar	Uttaranchal
Joshimath	Chamoli	Uttaranchal
Kachnal Gosain	Udham Singh Nagar	Uttaranchal
Kaladungi	Nainital	Uttaranchal
Karn Prayag	Chamoli	Uttaranchal
Kashipur	Udham Singh Nagar	Uttaranchal
Kashirampur	Garhwal	Uttaranchal
Kedarnath	Rudraprayag	Uttaranchal
Kela Khera	Udham Singh Nagar	Uttaranchal
Khatima	Udham Singh Nagar	Uttaranchal
Kichha	Udham Singh Nagar	Uttaranchal
Kirtinagar	Tehri Garhwal	Uttaranchal
Kotdwara	Garhwal	Uttaranchal
Laksar	Hardwar	Uttaranchal
Lalkuan	Nainital	Uttaranchal
Landaura	Hardwar	Uttaranchal
Landour	Dehradun	Uttaranchal
Lansdowne	Garhwal	Uttaranchal
Lohaghat	Champawat	Uttaranchal
Mahua Dabra Haripura	Udham Singh Nagar	Uttaranchal
Mahua Kheraganj	Udham Singh Nagar	Uttaranchal
Manglaur	Hardwar	Uttaranchal
Mohanpur Mohammadpur	Hardwar	Uttaranchal
Muni Ki Reti	Tehri Garhwal	Uttaranchal
Mussoori	Dehradun	Uttaranchal
Nagla	Udham Singh Nagar	Uttaranchal
Nainital	Nainital	Uttaranchal
Nainital	Nainital	Uttaranchal
Nand Prayag	Chamoli	Uttaranchal
Narendra Nagar	Tehri Garhwal	Uttaranchal
Pauri	Garhwal	Uttaranchal
Pithoragarh	Pithoragarh	Uttaranchal
Pratitnagar	Dehradun	Uttaranchal
Raipur	Dehradun	Uttaranchal
Ramnagar	Nainital	Uttaranchal
Ranikhet	Almora	Uttaranchal
Rishikesh	Dehradun	Uttaranchal
Roorkee	Hardwar	Uttaranchal
Roorkee	Hardwar	Uttaranchal
Rudra Prayag	Rudraprayag	Uttaranchal
Rudrapur	Udham Singh Nagar	Uttaranchal
Shaktigarh	Udham Singh Nagar	Uttaranchal
Sitarganj	Udham Singh Nagar	Uttaranchal
Srinagar	Garhwal	Uttaranchal
Sultanpur	Udham Singh Nagar	Uttaranchal
Tanakpur	Champawat	Uttaranchal
Tehri	Tehri Garhwal	Uttaranchal
Uttarkashi	Uttarkashi	Uttaranchal
Veerbhadra	Dehradun	Uttaranchal
Vikasnagar	Dehradun	Uttaranchal
Adra	Puruliya	West Bengal
Ahmadpur	Birbhum	West Bengal
Aiho	Maldah 	West Bengal
Aistala	Nadia 	West Bengal
Alipurduar	Jalpaiguri 	West Bengal
Alipurduar Rly.Jnc.	Jalpaiguri 	West Bengal
Alpur	Haora 	West Bengal
Amkula	Barddhaman 	West Bengal
Amodghata	Hugli 	West Bengal
Amtala	South Twentyfour Parganas	West Bengal
Andul	Haora 	West Bengal
Anksa	Barddhaman 	West Bengal
Ankurhati	Haora 	West Bengal
Anup Nagar	Murshidabad 	West Bengal
Arambag	Hugli 	West Bengal
Argari	Haora 	West Bengal
Arra	Puruliya	West Bengal
Asansol	Barddhaman 	West Bengal
Ashoknagar Kalyangarh	North Twentyfour Parganas	West Bengal
Aurangabad	Murshidabad 	West Bengal
Bablari Dewanganj	Nadia 	West Bengal
Badhagachhi	Hugli 	West Bengal
Baduria	North Twentyfour Parganas	West Bengal
Bagnan	Haora 	West Bengal
Baharampur	Murshidabad 	West Bengal
Bahirgram	Medinipur 	West Bengal
Bahula	Barddhaman 	West Bengal
Baidyabati	Hugli 	West Bengal
Bairatisal	Darjiling 	West Bengal
Balaram Pota	Haora 	West Bengal
Balarampur	Puruliya	West Bengal
Balarampur	South Twentyfour Parganas	West Bengal
Balichak	Medinipur 	West Bengal
Ballavpur	Barddhaman 	West Bengal
Bally	Haora 	West Bengal
Bally	Haora 	West Bengal
Balurghat	Dakshin Dinajpur	West Bengal
Bamunari	Hugli 	West Bengal
Banarhat Tea Garden	Jalpaiguri 	West Bengal
Bangaon	North Twentyfour Parganas	West Bengal
Bankra	Haora 	West Bengal
Bankura	Bankura 	West Bengal
Bansberia	Hugli 	West Bengal
Banshra	Barddhaman 	West Bengal
Banupur	Haora 	West Bengal
Bara Bamonia	North Twentyfour Parganas	West Bengal
Barabazar	Puruliya	West Bengal
Baranagar	North Twentyfour Parganas	West Bengal
Barasat	North Twentyfour Parganas	West Bengal
Barddhaman	Barddhaman 	West Bengal
Barijhati	Hugli 	West Bengal
Barjora	Bankura 	West Bengal
Barrackpur	North Twentyfour Parganas	West Bengal
Barrackpur Cantonment	North Twentyfour Parganas	West Bengal
Baruihuda	Nadia 	West Bengal
Baruipur	South Twentyfour Parganas	West Bengal
Basirhat	North Twentyfour Parganas	West Bengal
Baska	Barddhaman 	West Bengal
Begampur	Hugli 	West Bengal
Beldanga	Murshidabad 	West Bengal
Beldubi	Haora 	West Bengal
Belebathan	Barddhaman 	West Bengal
Beliatore	Bankura 	West Bengal
Bhadreswar	Hugli 	West Bengal
Bhandardaha	Haora 	West Bengal
Bhangar Raghunathpur	South Twentyfour Parganas	West Bengal
Bhangri Pratham Khanda	Koch Bihar 	West Bengal
Bhanowara	Barddhaman 	West Bengal
Bhatpara	North Twentyfour Parganas	West Bengal
Bholar Dabri	Jalpaiguri 	West Bengal
Bidhan Nagar	North Twentyfour Parganas	West Bengal
Bikihakola	Haora 	West Bengal
Bilandapur	South Twentyfour Parganas	West Bengal
Bilpahari	Barddhaman 	West Bengal
Bipra  Noapara	Haora 	West Bengal
Birlapur	South Twentyfour Parganas	West Bengal
Birnagar	Nadia 	West Bengal
Bishnupur	Bankura 	West Bengal
Bishnupur	South Twentyfour Parganas	West Bengal
Bolpur	Birbhum	West Bengal
Bowali	South Twentyfour Parganas	West Bengal
Budge Budge	South Twentyfour Parganas	West Bengal
Cart Road	Darjiling 	West Bengal
Chachanda	Murshidabad 	West Bengal
Chak Bankola	Barddhaman 	West Bengal
Chak Bansberia	Hugli 	West Bengal
Chak Enayetnagar	South Twentyfour Parganas	West Bengal
Chak Kashipur	South Twentyfour Parganas	West Bengal
Chakapara	Haora 	West Bengal
Chakdaha	Nadia 	West Bengal
Champdani	Hugli 	West Bengal
Chamrail	Haora 	West Bengal
Chandannagar	Hugli 	West Bengal
Chandpur	North Twentyfour Parganas	West Bengal
Chandrakona	Medinipur 	West Bengal
Chapari	Puruliya	West Bengal
Chapui	Barddhaman 	West Bengal
Char Brahmanagar	Nadia 	West Bengal
Char Maijdia	Nadia 	West Bengal
Charka	Murshidabad 	West Bengal
Chata Kalikapur	South Twentyfour Parganas	West Bengal
Chechakhata	Jalpaiguri 	West Bengal
Chelad	Barddhaman 	West Bengal
Chhora	Barddhaman 	West Bengal
Chikrand	Hugli 	West Bengal
Chittaranjan	Barddhaman 	West Bengal
Contai	Medinipur 	West Bengal
Cooper's Camp	Nadia 	West Bengal
Dafahat	Murshidabad 	West Bengal
Dainhat	Barddhaman 	West Bengal
Dakshin Baguan	Medinipur 	West Bengal
Dakshin Jhapardaha	Haora 	West Bengal
Dakshin Rajyadharpur	Hugli 	West Bengal
Dalkhola	Uttar Dinajpur	West Bengal
Dalurband	Barddhaman 	West Bengal
Darappur	Nadia 	West Bengal
Darjiling	Darjiling 	West Bengal
Debipur	Barddhaman 	West Bengal
Deuli	Medinipur 	West Bengal
Dhakuria	North Twentyfour Parganas	West Bengal
Dhandadihi	Barddhaman 	West Bengal
Dhanyakuria	North Twentyfour Parganas	West Bengal
Dharmapur	Hugli 	West Bengal
Dhatrigram	Barddhaman 	West Bengal
Dhuilya	Haora 	West Bengal
Dhulian	Murshidabad 	West Bengal
Dhupguri	Jalpaiguri 	West Bengal
Dhusaripara	Murshidabad 	West Bengal
Diamond Harbour	South Twentyfour Parganas	West Bengal
Dignala	Barddhaman 	West Bengal
Dinhata	Koch Bihar 	West Bengal
Domjur	Haora 	West Bengal
Dubrajpur	Birbhum	West Bengal
Dumdum	North Twentyfour Parganas	West Bengal
Durgapur	Barddhaman 	West Bengal
Durllabhganj	Medinipur 	West Bengal
Egra	Medinipur 	West Bengal
Eksara	Haora 	West Bengal
English Bazar	Maldah 	West Bengal
Falakata	Jalpaiguri 	West Bengal
Farrakka Barrage Township	Murshidabad 	West Bengal
Fatellapur	Murshidabad 	West Bengal
Gabberia	Haora 	West Bengal
Gairkata	Jalpaiguri 	West Bengal
Gangarampur	Dakshin Dinajpur	West Bengal
Garalgachha	Hugli 	West Bengal
Garshyamnagar	North Twentyfour Parganas	West Bengal
Garulia	North Twentyfour Parganas	West Bengal
Gayespur	Nadia 	West Bengal
Ghatal	Medinipur 	West Bengal
Ghorsala	Murshidabad 	West Bengal
Goaljan	Murshidabad 	West Bengal
Goasafat	Medinipur 	West Bengal
Gobardanga	North Twentyfour Parganas	West Bengal
Gopalpur	Nadia 	West Bengal
Gopinathpur	Barddhaman 	West Bengal
Gora Bazar	Murshidabad 	West Bengal
Guma	North Twentyfour Parganas	West Bengal
Guriahati	Koch Bihar 	West Bengal
Guskara	Barddhaman 	West Bengal
Habra	North Twentyfour Parganas	West Bengal
Haldia	Medinipur 	West Bengal
Haldibari	Koch Bihar 	West Bengal
Halisahar	North Twentyfour Parganas	West Bengal
Haora	Haora 	West Bengal
Harharia Chak	Murshidabad 	West Bengal
Haripur	Barddhaman 	West Bengal
Harishpur	Barddhaman 	West Bengal
Hatgachha	Haora 	West Bengal
Hatsimla	Barddhaman 	West Bengal
Hijuli	Puruliya	West Bengal
Hindusthan Cables Town	Barddhaman 	West Bengal
Hugli-Chinsurah	Hugli 	West Bengal
Ichhapur Defence  Estate	North Twentyfour Parganas	West Bengal
Islampur	Uttar Dinajpur	West Bengal
Jafarpur	North Twentyfour Parganas	West Bengal
Jagadanandapur	Nadia 	West Bengal
Jagadishpur	Haora 	West Bengal
Jagtaj	Murshidabad 	West Bengal
Jala Kendua	Haora 	West Bengal
Jalpaiguri	Jalpaiguri 	West Bengal
Jamuria	Barddhaman 	West Bengal
Jangipur	Murshidabad 	West Bengal
Jaygaon	Jalpaiguri 	West Bengal
Jaynagar Mazilpur	South Twentyfour Parganas	West Bengal
Jemari	Barddhaman 	West Bengal
Jemari  (J.K. Nagar Township)	Barddhaman 	West Bengal
Jetia	North Twentyfour Parganas	West Bengal
Jhalda	Puruliya	West Bengal
Jhargram	Medinipur 	West Bengal
Jhorhat	Haora 	West Bengal
Jiaganj Azimganj	Murshidabad 	West Bengal
Jot Kamal	Murshidabad 	West Bengal
Kachu Pukur	Maldah 	West Bengal
Kajora	Barddhaman 	West Bengal
Kakdihi	Medinipur 	West Bengal
Kalara	Haora 	West Bengal
Kaliaganj	Uttar Dinajpur	West Bengal
Kalimpong	Darjiling 	West Bengal
Kalna	Barddhaman 	West Bengal
Kalyani	Nadia 	West Bengal
Kamarhati	North Twentyfour Parganas	West Bengal
Kanaipur	Hugli 	West Bengal
Kanchrapara	North Twentyfour Parganas	West Bengal
Kandi	Murshidabad 	West Bengal
Kankuria	Murshidabad 	West Bengal
Kantlia	Haora 	West Bengal
Kanyanagar	South Twentyfour Parganas	West Bengal
Karimpur	Nadia 	West Bengal
Kasba	Uttar Dinajpur	West Bengal
Kasim Bazar	Murshidabad 	West Bengal
Katwa	Barddhaman 	West Bengal
Kaugachhi	North Twentyfour Parganas	West Bengal
Kenda	Barddhaman 	West Bengal
Kendra Khottamdi	Barddhaman 	West Bengal
Kendua	Maldah 	West Bengal
Kesabpur	Haora 	West Bengal
Khagrabari	Koch Bihar 	West Bengal
Khalia	Haora 	West Bengal
Khalor	Haora 	West Bengal
Khandra	Barddhaman 	West Bengal
Khantora	Haora 	West Bengal
Kharagpur	Medinipur 	West Bengal
Kharagpur Rly. Settlement 	Medinipur 	West Bengal
Kharar	Medinipur 	West Bengal
Khardaha	North Twentyfour Parganas	West Bengal
Kharimala Khagrabari	Koch Bihar 	West Bengal
Kharsarai	Hugli 	West Bengal
Khodarampur	Murshidabad 	West Bengal
Koch Bihar	Koch Bihar 	West Bengal
Kodalia	Hugli 	West Bengal
Kolaghat	Medinipur 	West Bengal
Kolkata	Kolkata	West Bengal
Konardihi	Barddhaman 	West Bengal
Konnagar	Hugli 	West Bengal
Krishnanagar	Nadia 	West Bengal
Krishnapur	Hugli 	West Bengal
Kshidirpur	Nadia 	West Bengal
Kshirpai	Medinipur 	West Bengal
Kulihanda	Hugli 	West Bengal
Kulti	Barddhaman 	West Bengal
Kunustara	Barddhaman 	West Bengal
Kurseong	Darjiling 	West Bengal
Madanpur	Nadia 	West Bengal
Madhusudanpur	Hugli 	West Bengal
Madhyamgram	North Twentyfour Parganas	West Bengal
Maheshtala	South Twentyfour Parganas	West Bengal
Mahiari	Haora 	West Bengal
Mahira	Barddhaman 	West Bengal
Mainaguri	Jalpaiguri 	West Bengal
Makardaha	Haora 	West Bengal
Mal	Jalpaiguri 	West Bengal
Mandarbani	Barddhaman 	West Bengal
Manikpur	Haora 	West Bengal
Mansinhapur	Haora 	West Bengal
Maslandapur	North Twentyfour Parganas	West Bengal
Mathabhanga	Koch Bihar 	West Bengal
Medinipur	Medinipur 	West Bengal
Mekliganj	Koch Bihar 	West Bengal
Memari	Barddhaman 	West Bengal
Mirik	Darjiling 	West Bengal
Monoharpur	Hugli 	West Bengal
Mrigala	Hugli 	West Bengal
Muragachha	North Twentyfour Parganas	West Bengal
Murgathaul	Barddhaman 	West Bengal
Murshidabad	Murshidabad 	West Bengal
Nabadwip	Nadia 	West Bengal
Nabagram	Puruliya	West Bengal
Nabagram Colony	Hugli 	West Bengal
Nabgram	Barddhaman 	West Bengal
Nachhratpur Katabari	Uttar Dinajpur	West Bengal
Naihati	North Twentyfour Parganas	West Bengal
Nasra	Nadia 	West Bengal
Natibpur	Haora 	West Bengal
Naupala	Haora 	West Bengal
Nebadhai Duttapukur	North Twentyfour Parganas	West Bengal
New Barrackpur	North Twentyfour Parganas	West Bengal
Nibra	Haora 	West Bengal
Nokpul	North Twentyfour Parganas	West Bengal
North Barrackpur	North Twentyfour Parganas	West Bengal
North Dumdum	North Twentyfour Parganas	West Bengal
Old Maldah	Maldah 	West Bengal
Ondal	Barddhaman 	West Bengal
Pairagachha	Hugli 	West Bengal
Palashban	Barddhaman 	West Bengal
Panchla	Haora 	West Bengal
Panchpara	Haora 	West Bengal
Pandua	Hugli 	West Bengal
Pangachhiya (B)	Barddhaman 	West Bengal
Paniara	Haora 	West Bengal
Panihati	North Twentyfour Parganas	West Bengal
Panuhat	Barddhaman 	West Bengal
Par Beliya	Puruliya	West Bengal
Parashkol	Barddhaman 	West Bengal
Parasia	Barddhaman 	West Bengal
Parbbatipur	Nadia 	West Bengal
Paschim  Jitpur	Jalpaiguri 	West Bengal
Paschim Punropara	Murshidabad 	West Bengal
Pattabong Tea Garden	Darjiling 	West Bengal
Patuli	Barddhaman 	West Bengal
Patulia	North Twentyfour Parganas	West Bengal
Phulia	Nadia 	West Bengal
Podara	Haora 	West Bengal
Prayagpur	Barddhaman 	West Bengal
Pujali	South Twentyfour Parganas	West Bengal
Purba Tajpur	Hugli 	West Bengal
Puruliya	Puruliya	West Bengal
Raghudebbati	Haora 	West Bengal
Raghunathchak	Barddhaman 	West Bengal
Raghunathpur	Puruliya	West Bengal
Raghunathpur (PS-Dankuni)	Hugli 	West Bengal
Raghunathpur (PS-Magra)	Hugli 	West Bengal
Raigachhi	North Twentyfour Parganas	West Bengal
Raiganj	Uttar Dinajpur	West Bengal
Rajarhat Gopalpur	North Twentyfour Parganas	West Bengal
Rajpur Sonarpur	South Twentyfour Parganas	West Bengal
Ramchandrapur	Haora 	West Bengal
Ramjibanpur	Medinipur 	West Bengal
Ramnagar	Barddhaman 	West Bengal
Rampurhat	Birbhum	West Bengal
Ranaghat	Nadia 	West Bengal
Raniganj	Barddhaman 	West Bengal
Ratibati	Barddhaman 	West Bengal
Rishra	Hugli 	West Bengal
Rishra	Hugli 	West Bengal
Ruiya	North Twentyfour Parganas	West Bengal
S.T. Power Project Town	Puruliya	West Bengal
Sadpur	North Twentyfour Parganas	West Bengal
Sahajadpur	Murshidabad 	West Bengal
Sahapur	Haora 	West Bengal
Sainthia	Birbhum	West Bengal
Salap	Haora 	West Bengal
Sankarpur	Barddhaman 	West Bengal
Sankrail	Haora 	West Bengal
Santipur	Nadia 	West Bengal
Santoshpur	Haora 	West Bengal
Sarenga	Haora 	West Bengal
Sarpi	Barddhaman 	West Bengal
Satigachha	Nadia 	West Bengal
Serampore	Hugli 	West Bengal
Serpur	Murshidabad 	West Bengal
Shankhanagar	Hugli 	West Bengal
Siduli	Barddhaman 	West Bengal
Siliguri	Darjiling and Jalpaiguri	West Bengal
Simla	Hugli 	West Bengal
Singur	Hugli 	West Bengal
Sirsha	Barddhaman 	West Bengal
Sobhaganj	Jalpaiguri 	West Bengal
Sonamukhi	Bankura 	West Bengal
Sonatikiri	North Twentyfour Parganas	West Bengal
South Dumdum	North Twentyfour Parganas	West Bengal
Srikantabati	Murshidabad 	West Bengal
Srirampur	Barddhaman 	West Bengal
Sukdal	Barddhaman 	West Bengal
Suri	Birbhum	West Bengal
Taherpur	Nadia 	West Bengal
Taki	North Twentyfour Parganas	West Bengal
Talbandha	North Twentyfour Parganas	West Bengal
Tamluk	Medinipur 	West Bengal
Tarakeswar	Hugli 	West Bengal
Tentulkuli	Haora 	West Bengal
Titagarh	North Twentyfour Parganas	West Bengal
Tufanganj	Koch Bihar 	West Bengal
Ukhra	Barddhaman 	West Bengal
Uluberia	Haora 	West Bengal
Uttar Bagdogra	Darjiling 	West Bengal
Uttar Durgapur	South Twentyfour Parganas	West Bengal
Uttar Goara	Barddhaman 	West Bengal
Uttar Kalas	South Twentyfour Parganas	West Bengal
Uttar Kamakhyaguri	Jalpaiguri 	West Bengal
Uttar Latabari	Jalpaiguri 	West Bengal
Uttar Mahammadpur	Murshidabad 	West Bengal
Uttar Pirpur	Haora 	West Bengal
Uttar Raypur	South Twentyfour Parganas	West Bengal
Uttarpara Kotrung	Hugli 	West Bengal
